"Plot Title: DO_Logger_14"
"#","Date Time, GMT+12:00","DO conc, mg/L (LGR S/N: 21868851, SEN S/N: 21868851, LBL: mg/l)","Temp, °C (LGR S/N: 21868851, SEN S/N: 21868851, LBL: deg c)","Coupler Attached (LGR S/N: 21868851)","Host Connected (LGR S/N: 21868851)","Coupler Detached (LGR S/N: 21868851)","Stopped (LGR S/N: 21868851)","End Of File (LGR S/N: 21868851)"
2287,10/05/24 07:30:00 PM,13.66,14.90,,,,,
2288,10/05/24 07:45:00 PM,12.80,14.86,,,,,
2289,10/05/24 08:00:00 PM,13.36,14.82,,,,,
2290,10/05/24 08:15:00 PM,13.41,14.86,,,,,
2291,10/05/24 08:30:00 PM,13.52,14.86,,,,,
2292,10/05/24 08:45:00 PM,13.13,14.84,,,,,
2293,10/05/24 09:00:00 PM,13.46,14.82,,,,,
2294,10/05/24 09:15:00 PM,13.73,14.84,,,,,
2295,10/05/24 09:30:00 PM,13.80,14.88,,,,,
2296,10/05/24 09:45:00 PM,13.36,14.86,,,,,
2297,10/05/24 10:00:00 PM,13.10,14.80,,,,,
2298,10/05/24 10:15:00 PM,13.12,14.82,,,,,
2299,10/05/24 10:30:00 PM,13.48,14.84,,,,,
2300,10/05/24 10:45:00 PM,13.39,14.82,,,,,
2301,10/05/24 11:00:00 PM,13.39,14.84,,,,,
2302,10/05/24 11:15:00 PM,13.29,14.82,,,,,
2303,10/05/24 11:30:00 PM,13.37,14.82,,,,,
2304,10/05/24 11:45:00 PM,13.19,14.82,,,,,
2305,10/06/24 12:00:00 AM,13.29,14.84,,,,,
2306,10/06/24 12:15:00 AM,13.08,14.82,,,,,
2307,10/06/24 12:30:00 AM,13.01,14.78,,,,,
2308,10/06/24 12:45:00 AM,12.67,14.74,,,,,
2309,10/06/24 01:00:00 AM,11.85,14.70,,,,,
2310,10/06/24 01:15:00 AM,12.13,14.64,,,,,
2311,10/06/24 01:30:00 AM,12.35,14.64,,,,,
2312,10/06/24 01:45:00 AM,11.96,14.64,,,,,
2313,10/06/24 02:00:00 AM,11.36,14.58,,,,,
2314,10/06/24 02:15:00 AM,11.25,14.44,,,,,
2315,10/06/24 02:30:00 AM,10.81,14.24,,,,,
2316,10/06/24 02:45:00 AM,9.68,13.96,,,,,
2317,10/06/24 03:00:00 AM,9.69,13.94,,,,,
2318,10/06/24 03:15:00 AM,9.87,13.94,,,,,
2319,10/06/24 03:30:00 AM,9.48,13.82,,,,,
2320,10/06/24 03:45:00 AM,9.52,13.74,,,,,
2321,10/06/24 04:00:00 AM,9.57,13.66,,,,,
2322,10/06/24 04:15:00 AM,9.31,13.66,,,,,
2323,10/06/24 04:30:00 AM,9.15,13.64,,,,,
2324,10/06/24 04:45:00 AM,9.02,13.64,,,,,
2325,10/06/24 05:00:00 AM,9.07,13.62,,,,,
2326,10/06/24 05:15:00 AM,9.22,13.60,,,,,
2327,10/06/24 05:30:00 AM,9.37,13.62,,,,,
2328,10/06/24 05:45:00 AM,9.17,13.60,,,,,
2329,10/06/24 06:00:00 AM,9.31,13.60,,,,,
2330,10/06/24 06:15:00 AM,10.97,13.82,,,,,
2331,10/06/24 06:30:00 AM,11.44,13.98,,,,,
2332,10/06/24 06:45:00 AM,11.17,13.94,,,,,
2333,10/06/24 07:00:00 AM,11.50,13.92,,,,,
2334,10/06/24 07:15:00 AM,12.46,14.08,,,,,
2335,10/06/24 07:30:00 AM,12.39,14.16,,,,,
2336,10/06/24 07:45:00 AM,12.44,14.20,,,,,
2337,10/06/24 08:00:00 AM,12.64,14.24,,,,,
2338,10/06/24 08:15:00 AM,12.61,14.28,,,,,
2339,10/06/24 08:30:00 AM,12.87,14.32,,,,,
2340,10/06/24 08:45:00 AM,12.99,14.34,,,,,
2341,10/06/24 09:00:00 AM,12.90,14.32,,,,,
2342,10/06/24 09:15:00 AM,12.70,14.32,,,,,
2343,10/06/24 09:30:00 AM,12.85,14.30,,,,,
2344,10/06/24 09:45:00 AM,12.58,14.30,,,,,
2345,10/06/24 10:00:00 AM,12.52,14.28,,,,,
2346,10/06/24 10:15:00 AM,12.46,14.24,,,,,
2347,10/06/24 10:30:00 AM,12.15,14.24,,,,,
2348,10/06/24 10:45:00 AM,12.52,14.24,,,,,
2349,10/06/24 11:00:00 AM,12.40,14.24,,,,,
2350,10/06/24 11:15:00 AM,11.40,14.14,,,,,
2351,10/06/24 11:30:00 AM,10.51,13.98,,,,,
2352,10/06/24 11:45:00 AM,10.08,13.88,,,,,
2353,10/06/24 12:00:00 PM,10.47,13.86,,,,,
2354,10/06/24 12:15:00 PM,10.20,13.82,,,,,
2355,10/06/24 12:30:00 PM,9.97,13.80,,,,,
2356,10/06/24 12:45:00 PM,9.68,13.76,,,,,
2357,10/06/24 01:00:00 PM,9.95,13.74,,,,,
2358,10/06/24 01:15:00 PM,9.96,13.70,,,,,
2359,10/06/24 01:30:00 PM,9.98,13.72,,,,,
2360,10/06/24 01:45:00 PM,10.09,13.80,,,,,
2361,10/06/24 02:00:00 PM,10.31,13.94,,,,,
2362,10/06/24 02:15:00 PM,11.76,14.06,,,,,
2363,10/06/24 02:30:00 PM,12.75,14.14,,,,,
2364,10/06/24 02:45:00 PM,14.46,14.36,,,,,
2365,10/06/24 03:00:00 PM,14.32,14.46,,,,,
2366,10/06/24 03:15:00 PM,14.38,14.48,,,,,
2367,10/06/24 03:30:00 PM,14.09,14.46,,,,,
2368,10/06/24 03:45:00 PM,13.96,14.44,,,,,
2369,10/06/24 04:00:00 PM,13.81,14.50,,,,,
2370,10/06/24 04:15:00 PM,14.20,14.52,,,,,
2371,10/06/24 04:30:00 PM,14.12,14.56,,,,,
2372,10/06/24 04:45:00 PM,13.87,14.52,,,,,
2373,10/06/24 05:00:00 PM,13.58,14.52,,,,,
2374,10/06/24 05:15:00 PM,13.62,14.54,,,,,
2375,10/06/24 05:30:00 PM,13.56,14.56,,,,,
2376,10/06/24 05:45:00 PM,14.17,14.64,,,,,
2377,10/06/24 06:00:00 PM,14.18,14.68,,,,,
2378,10/06/24 06:15:00 PM,13.94,14.70,,,,,
2379,10/06/24 06:30:00 PM,13.96,14.70,,,,,
2380,10/06/24 06:45:00 PM,13.84,14.72,,,,,
2381,10/06/24 07:00:00 PM,13.72,14.70,,,,,
2382,10/06/24 07:15:00 PM,13.50,14.68,,,,,
2383,10/06/24 07:30:00 PM,13.37,14.68,,,,,
2384,10/06/24 07:45:00 PM,13.23,14.68,,,,,
2385,10/06/24 08:00:00 PM,12.95,14.64,,,,,
2386,10/06/24 08:15:00 PM,13.03,14.62,,,,,
2387,10/06/24 08:30:00 PM,12.99,14.58,,,,,
2388,10/06/24 08:45:00 PM,12.91,14.54,,,,,
2389,10/06/24 09:00:00 PM,12.77,14.54,,,,,
2390,10/06/24 09:15:00 PM,12.77,14.52,,,,,
2391,10/06/24 09:30:00 PM,12.67,14.52,,,,,
2392,10/06/24 09:45:00 PM,12.57,14.50,,,,,
2393,10/06/24 10:00:00 PM,12.46,14.50,,,,,
2394,10/06/24 10:15:00 PM,12.34,14.50,,,,,
2395,10/06/24 10:30:00 PM,12.25,14.50,,,,,
2396,10/06/24 10:45:00 PM,12.19,14.50,,,,,
2397,10/06/24 11:00:00 PM,11.96,14.48,,,,,
2398,10/06/24 11:15:00 PM,11.95,14.48,,,,,
2399,10/06/24 11:30:00 PM,11.77,14.48,,,,,
2400,10/06/24 11:45:00 PM,11.53,14.46,,,,,
2401,10/07/24 12:00:00 AM,11.70,14.46,,,,,
2402,10/07/24 12:15:00 AM,11.48,14.46,,,,,
2403,10/07/24 12:30:00 AM,11.55,14.46,,,,,
2404,10/07/24 12:45:00 AM,11.84,14.46,,,,,
2405,10/07/24 01:00:00 AM,12.02,14.48,,,,,
2406,10/07/24 01:15:00 AM,11.83,14.48,,,,,
2407,10/07/24 01:30:00 AM,12.00,14.48,,,,,
2408,10/07/24 01:45:00 AM,12.03,14.48,,,,,
2409,10/07/24 02:00:00 AM,11.83,14.48,,,,,
2410,10/07/24 02:15:00 AM,11.43,14.48,,,,,
2411,10/07/24 02:30:00 AM,11.14,14.46,,,,,
2412,10/07/24 02:45:00 AM,10.68,14.42,,,,,
2413,10/07/24 03:00:00 AM,10.95,14.40,,,,,
2414,10/07/24 03:15:00 AM,10.98,14.40,,,,,
2415,10/07/24 03:30:00 AM,11.10,14.40,,,,,
2416,10/07/24 03:45:00 AM,10.91,14.40,,,,,
2417,10/07/24 04:00:00 AM,10.95,14.42,,,,,
2418,10/07/24 04:15:00 AM,10.59,14.42,,,,,
2419,10/07/24 04:30:00 AM,10.59,14.42,,,,,
2420,10/07/24 04:45:00 AM,10.40,14.42,,,,,
2421,10/07/24 05:00:00 AM,10.82,14.40,,,,,
2422,10/07/24 05:15:00 AM,11.02,14.38,,,,,
2423,10/07/24 05:30:00 AM,10.57,14.38,,,,,
2424,10/07/24 05:45:00 AM,10.33,14.38,,,,,
2425,10/07/24 06:00:00 AM,10.63,14.36,,,,,
2426,10/07/24 06:15:00 AM,10.71,14.36,,,,,
2427,10/07/24 06:30:00 AM,10.10,14.36,,,,,
2428,10/07/24 06:45:00 AM,10.73,14.38,,,,,
2429,10/07/24 07:00:00 AM,10.90,14.38,,,,,
2430,10/07/24 07:15:00 AM,10.55,14.40,,,,,
2431,10/07/24 07:30:00 AM,10.35,14.40,,,,,
2432,10/07/24 07:45:00 AM,10.30,14.38,,,,,
2433,10/07/24 08:00:00 AM,10.29,14.38,,,,,
2434,10/07/24 08:15:00 AM,10.69,14.38,,,,,
2435,10/07/24 08:30:00 AM,10.76,14.38,,,,,
2436,10/07/24 08:45:00 AM,10.82,14.40,,,,,
2437,10/07/24 09:00:00 AM,11.00,14.40,,,,,
2438,10/07/24 09:15:00 AM,10.55,14.30,,,,,
2439,10/07/24 09:30:00 AM,9.88,14.14,,,,,
2440,10/07/24 09:45:00 AM,9.38,14.04,,,,,
2441,10/07/24 10:00:00 AM,8.64,13.90,,,,,
2442,10/07/24 10:15:00 AM,8.44,13.88,,,,,
2443,10/07/24 10:30:00 AM,8.36,13.78,,,,,
2444,10/07/24 10:45:00 AM,8.05,13.72,,,,,
2445,10/07/24 11:00:00 AM,8.25,13.70,,,,,
2446,10/07/24 11:15:00 AM,8.89,13.64,,,,,
2447,10/07/24 11:30:00 AM,8.90,13.64,,,,,
2448,10/07/24 11:45:00 AM,8.98,13.66,,,,,
2449,10/07/24 12:00:00 PM,9.22,13.80,,,,,
2450,10/07/24 12:15:00 PM,10.03,13.92,,,,,
2451,10/07/24 12:30:00 PM,10.13,14.04,,,,,
2452,10/07/24 12:45:00 PM,10.48,14.10,,,,,
2453,10/07/24 01:00:00 PM,10.33,14.10,,,,,
2454,10/07/24 01:15:00 PM,10.32,14.08,,,,,
2455,10/07/24 01:30:00 PM,10.34,14.06,,,,,
2456,10/07/24 01:45:00 PM,10.70,14.12,,,,,
2457,10/07/24 02:00:00 PM,10.67,14.16,,,,,
2458,10/07/24 02:15:00 PM,10.58,14.14,,,,,
2459,10/07/24 02:30:00 PM,10.65,14.12,,,,,
2460,10/07/24 02:45:00 PM,10.77,14.16,,,,,
2461,10/07/24 03:00:00 PM,10.92,14.18,,,,,
2462,10/07/24 03:15:00 PM,11.28,14.28,,,,,
2463,10/07/24 03:30:00 PM,11.37,14.38,,,,,
2464,10/07/24 03:45:00 PM,11.42,14.42,,,,,
2465,10/07/24 04:00:00 PM,11.15,14.36,,,,,
2466,10/07/24 04:15:00 PM,10.88,14.34,,,,,
2467,10/07/24 04:30:00 PM,11.00,14.40,,,,,
2468,10/07/24 04:45:00 PM,11.03,14.42,,,,,
2469,10/07/24 05:00:00 PM,10.77,14.40,,,,,
2470,10/07/24 05:15:00 PM,10.66,14.36,,,,,
2471,10/07/24 05:30:00 PM,10.77,14.32,,,,,
2472,10/07/24 05:45:00 PM,10.64,14.28,,,,,
2473,10/07/24 06:00:00 PM,10.61,14.26,,,,,
2474,10/07/24 06:15:00 PM,10.48,14.26,,,,,
2475,10/07/24 06:30:00 PM,10.43,14.22,,,,,
2476,10/07/24 06:45:00 PM,10.32,14.18,,,,,
2477,10/07/24 07:00:00 PM,10.30,14.20,,,,,
2478,10/07/24 07:15:00 PM,10.09,14.22,,,,,
2479,10/07/24 07:30:00 PM,10.59,14.20,,,,,
2480,10/07/24 07:45:00 PM,10.75,14.24,,,,,
2481,10/07/24 08:00:00 PM,10.67,14.26,,,,,
2482,10/07/24 08:15:00 PM,10.54,14.26,,,,,
2483,10/07/24 08:30:00 PM,10.08,14.22,,,,,
2484,10/07/24 08:45:00 PM,10.03,14.18,,,,,
2485,10/07/24 09:00:00 PM,10.22,14.20,,,,,
2486,10/07/24 09:15:00 PM,10.11,14.16,,,,,
2487,10/07/24 09:30:00 PM,10.17,14.16,,,,,
2488,10/07/24 09:45:00 PM,10.41,14.18,,,,,
2489,10/07/24 10:00:00 PM,10.40,14.18,,,,,
2490,10/07/24 10:15:00 PM,10.06,14.20,,,,,
2491,10/07/24 10:30:00 PM,10.42,14.24,,,,,
2492,10/07/24 10:45:00 PM,10.33,14.24,,,,,
2493,10/07/24 11:00:00 PM,10.68,14.26,,,,,
2494,10/07/24 11:15:00 PM,10.63,14.38,,,,,
2495,10/07/24 11:30:00 PM,10.61,14.40,,,,,
2496,10/07/24 11:45:00 PM,9.89,14.38,,,,,
2497,10/08/24 12:00:00 AM,10.04,14.32,,,,,
2498,10/08/24 12:15:00 AM,10.44,14.32,,,,,
2499,10/08/24 12:30:00 AM,10.39,14.34,,,,,
2500,10/08/24 12:45:00 AM,10.58,14.34,,,,,
2501,10/08/24 01:00:00 AM,10.43,14.34,,,,,
2502,10/08/24 01:15:00 AM,10.13,14.32,,,,,
2503,10/08/24 01:30:00 AM,10.40,14.28,,,,,
2504,10/08/24 01:45:00 AM,10.52,14.32,,,,,
2505,10/08/24 02:00:00 AM,10.50,14.36,,,,,
2506,10/08/24 02:15:00 AM,9.96,14.34,,,,,
2507,10/08/24 02:30:00 AM,9.73,14.30,,,,,
2508,10/08/24 02:45:00 AM,9.13,14.24,,,,,
2509,10/08/24 03:00:00 AM,9.31,14.20,,,,,
2510,10/08/24 03:15:00 AM,9.53,14.20,,,,,
2511,10/08/24 03:30:00 AM,9.86,14.18,,,,,
2512,10/08/24 03:45:00 AM,10.01,14.10,,,,,
2513,10/08/24 04:00:00 AM,10.02,14.14,,,,,
2514,10/08/24 04:15:00 AM,10.10,14.16,,,,,
2515,10/08/24 04:30:00 AM,9.88,14.18,,,,,
2516,10/08/24 04:45:00 AM,9.67,14.18,,,,,
2517,10/08/24 05:00:00 AM,9.64,14.18,,,,,
2518,10/08/24 05:15:00 AM,9.90,14.16,,,,,
2519,10/08/24 05:30:00 AM,9.88,14.16,,,,,
2520,10/08/24 05:45:00 AM,9.76,14.16,,,,,
2521,10/08/24 06:00:00 AM,9.66,14.14,,,,,
2522,10/08/24 06:15:00 AM,9.54,14.14,,,,,
2523,10/08/24 06:30:00 AM,9.65,14.14,,,,,
2524,10/08/24 06:45:00 AM,9.64,14.18,,,,,
2525,10/08/24 07:00:00 AM,9.30,14.20,,,,,
2526,10/08/24 07:15:00 AM,9.79,14.22,,,,,
2527,10/08/24 07:30:00 AM,9.73,14.22,,,,,
2528,10/08/24 07:45:00 AM,9.49,14.24,,,,,
2529,10/08/24 08:00:00 AM,9.51,14.26,,,,,
2530,10/08/24 08:15:00 AM,9.76,14.30,,,,,
2531,10/08/24 08:30:00 AM,10.31,14.34,,,,,
2532,10/08/24 08:45:00 AM,10.43,14.36,,,,,
2533,10/08/24 09:00:00 AM,10.08,14.36,,,,,
2534,10/08/24 09:15:00 AM,10.36,14.38,,,,,
2535,10/08/24 09:30:00 AM,10.75,14.38,,,,,
2536,10/08/24 09:45:00 AM,10.75,14.38,,,,,
2537,10/08/24 10:00:00 AM,10.90,14.38,,,,,
2538,10/08/24 10:15:00 AM,10.79,14.40,,,,,
2539,10/08/24 10:30:00 AM,10.74,14.42,,,,,
2540,10/08/24 10:45:00 AM,10.61,14.46,,,,,
2541,10/08/24 11:00:00 AM,10.90,14.44,,,,,
2542,10/08/24 11:15:00 AM,10.67,14.44,,,,,
2543,10/08/24 11:30:00 AM,10.79,14.46,,,,,
2544,10/08/24 11:45:00 AM,10.79,14.46,,,,,
2545,10/08/24 12:00:00 PM,10.62,14.48,,,,,
2546,10/08/24 12:15:00 PM,10.67,14.46,,,,,
2547,10/08/24 12:30:00 PM,10.29,14.48,,,,,
2548,10/08/24 12:45:00 PM,10.51,14.48,,,,,
2549,10/08/24 01:00:00 PM,10.45,14.48,,,,,
2550,10/08/24 01:15:00 PM,11.11,14.48,,,,,
2551,10/08/24 01:30:00 PM,11.20,14.48,,,,,
2552,10/08/24 01:45:00 PM,11.46,14.50,,,,,
2553,10/08/24 02:00:00 PM,11.13,14.50,,,,,
2554,10/08/24 02:15:00 PM,10.95,14.48,,,,,
2555,10/08/24 02:30:00 PM,10.87,14.46,,,,,
2556,10/08/24 02:45:00 PM,10.61,14.44,,,,,
2557,10/08/24 03:00:00 PM,10.21,14.42,,,,,
2558,10/08/24 03:15:00 PM,10.33,14.42,,,,,
2559,10/08/24 03:30:00 PM,10.10,14.40,,,,,
2560,10/08/24 03:45:00 PM,10.01,14.36,,,,,
2561,10/08/24 04:00:00 PM,9.84,14.36,,,,,
2562,10/08/24 04:15:00 PM,9.93,14.34,,,,,
2563,10/08/24 04:30:00 PM,9.76,14.32,,,,,
2564,10/08/24 04:45:00 PM,9.71,14.32,,,,,
2565,10/08/24 05:00:00 PM,9.95,14.34,,,,,
2566,10/08/24 05:15:00 PM,10.06,14.34,,,,,
2567,10/08/24 05:30:00 PM,9.82,14.36,,,,,
2568,10/08/24 05:45:00 PM,10.32,14.40,,,,,
2569,10/08/24 06:00:00 PM,10.62,14.40,,,,,
2570,10/08/24 06:15:00 PM,10.66,14.42,,,,,
2571,10/08/24 06:30:00 PM,11.01,14.46,,,,,
2572,10/08/24 06:45:00 PM,11.21,14.50,,,,,
2573,10/08/24 07:00:00 PM,11.28,14.52,,,,,
2574,10/08/24 07:15:00 PM,11.28,14.54,,,,,
2575,10/08/24 07:30:00 PM,11.69,14.62,,,,,
2576,10/08/24 07:45:00 PM,11.74,14.68,,,,,
2577,10/08/24 08:00:00 PM,11.63,14.66,,,,,
2578,10/08/24 08:15:00 PM,11.44,14.62,,,,,
2579,10/08/24 08:30:00 PM,11.21,14.58,,,,,
2580,10/08/24 08:45:00 PM,11.31,14.60,,,,,
2581,10/08/24 09:00:00 PM,11.30,14.58,,,,,
2582,10/08/24 09:15:00 PM,11.24,14.56,,,,,
2583,10/08/24 09:30:00 PM,11.06,14.58,,,,,
2584,10/08/24 09:45:00 PM,11.10,14.58,,,,,
2585,10/08/24 10:00:00 PM,11.21,14.58,,,,,
2586,10/08/24 10:15:00 PM,11.20,14.58,,,,,
2587,10/08/24 10:30:00 PM,11.20,14.58,,,,,
2588,10/08/24 10:45:00 PM,11.10,14.58,,,,,
2589,10/08/24 11:00:00 PM,11.00,14.56,,,,,
2590,10/08/24 11:15:00 PM,10.85,14.54,,,,,
2591,10/08/24 11:30:00 PM,10.45,14.54,,,,,
2592,10/08/24 11:45:00 PM,10.57,14.56,,,,,
2593,10/09/24 12:00:00 AM,10.54,14.60,,,,,
2594,10/09/24 12:15:00 AM,10.76,14.62,,,,,
2595,10/09/24 12:30:00 AM,10.28,14.62,,,,,
2596,10/09/24 12:45:00 AM,10.36,14.62,,,,,
2597,10/09/24 01:00:00 AM,10.36,14.64,,,,,
2598,10/09/24 01:15:00 AM,10.32,14.64,,,,,
2599,10/09/24 01:30:00 AM,10.23,14.66,,,,,
2600,10/09/24 01:45:00 AM,10.26,14.64,,,,,
2601,10/09/24 02:00:00 AM,10.19,14.64,,,,,
2602,10/09/24 02:15:00 AM,10.44,14.64,,,,,
2603,10/09/24 02:30:00 AM,10.74,14.62,,,,,
2604,10/09/24 02:45:00 AM,10.33,14.60,,,,,
2605,10/09/24 03:00:00 AM,10.31,14.52,,,,,
2606,10/09/24 03:15:00 AM,10.24,14.48,,,,,
2607,10/09/24 03:30:00 AM,10.08,14.48,,,,,
2608,10/09/24 03:45:00 AM,9.78,14.44,,,,,
2609,10/09/24 04:00:00 AM,9.89,14.44,,,,,
2610,10/09/24 04:15:00 AM,9.76,14.42,,,,,
2611,10/09/24 04:30:00 AM,9.73,14.42,,,,,
2612,10/09/24 04:45:00 AM,9.80,14.42,,,,,
2613,10/09/24 05:00:00 AM,9.69,14.42,,,,,
2614,10/09/24 05:15:00 AM,9.85,14.42,,,,,
2615,10/09/24 05:30:00 AM,9.76,14.44,,,,,
2616,10/09/24 05:45:00 AM,9.26,14.44,,,,,
2617,10/09/24 06:00:00 AM,9.12,14.44,,,,,
2618,10/09/24 06:15:00 AM,9.68,14.46,,,,,
2619,10/09/24 06:30:00 AM,9.24,14.44,,,,,
2620,10/09/24 06:45:00 AM,9.76,14.46,,,,,
2621,10/09/24 07:00:00 AM,9.75,14.46,,,,,
2622,10/09/24 07:15:00 AM,9.55,14.46,,,,,
2623,10/09/24 07:30:00 AM,9.47,14.48,,,,,
2624,10/09/24 07:45:00 AM,9.55,14.48,,,,,
2625,10/09/24 08:00:00 AM,9.75,14.50,,,,,
2626,10/09/24 08:15:00 AM,9.68,14.50,,,,,
2627,10/09/24 08:30:00 AM,9.56,14.50,,,,,
2628,10/09/24 08:45:00 AM,9.48,14.50,,,,,
2629,10/09/24 09:00:00 AM,9.88,14.50,,,,,
2630,10/09/24 09:15:00 AM,10.03,14.48,,,,,
2631,10/09/24 09:30:00 AM,9.87,14.48,,,,,
2632,10/09/24 09:45:00 AM,9.92,14.46,,,,,
2633,10/09/24 10:00:00 AM,9.58,14.46,,,,,
2634,10/09/24 10:15:00 AM,9.56,14.44,,,,,
2635,10/09/24 10:30:00 AM,9.41,14.42,,,,,
2636,10/09/24 10:45:00 AM,9.47,14.40,,,,,
2637,10/09/24 11:00:00 AM,9.48,14.40,,,,,
2638,10/09/24 11:15:00 AM,9.24,14.38,,,,,
2639,10/09/24 11:30:00 AM,8.98,14.34,,,,,
2640,10/09/24 11:45:00 AM,8.96,14.30,,,,,
2641,10/09/24 12:00:00 PM,9.04,14.32,,,,,
2642,10/09/24 12:15:00 PM,8.97,14.32,,,,,
2643,10/09/24 12:30:00 PM,9.09,14.32,,,,,
2644,10/09/24 12:45:00 PM,9.15,14.38,,,,,
2645,10/09/24 01:00:00 PM,9.71,14.44,,,,,
2646,10/09/24 01:15:00 PM,9.75,14.46,,,,,
2647,10/09/24 01:30:00 PM,10.00,14.50,,,,,
2648,10/09/24 01:45:00 PM,10.04,14.52,,,,,
2649,10/09/24 02:00:00 PM,10.00,14.54,,,,,
2650,10/09/24 02:15:00 PM,10.34,14.54,,,,,
2651,10/09/24 02:30:00 PM,10.36,14.56,,,,,
2652,10/09/24 02:45:00 PM,10.58,14.56,,,,,
2653,10/09/24 03:00:00 PM,10.42,14.54,,,,,
2654,10/09/24 03:15:00 PM,10.37,14.54,,,,,
2655,10/09/24 03:30:00 PM,10.39,14.54,,,,,
2656,10/09/24 03:45:00 PM,10.36,14.54,,,,,
2657,10/09/24 04:00:00 PM,10.23,14.54,,,,,
2658,10/09/24 04:15:00 PM,10.40,14.52,,,,,
2659,10/09/24 04:30:00 PM,10.28,14.50,,,,,
2660,10/09/24 04:45:00 PM,10.14,14.48,,,,,
2661,10/09/24 05:00:00 PM,10.02,14.46,,,,,
2662,10/09/24 05:15:00 PM,9.90,14.44,,,,,
2663,10/09/24 05:30:00 PM,9.70,14.42,,,,,
2664,10/09/24 05:45:00 PM,9.57,14.40,,,,,
2665,10/09/24 06:00:00 PM,9.26,14.34,,,,,
2666,10/09/24 06:15:00 PM,9.04,14.32,,,,,
2667,10/09/24 06:30:00 PM,8.91,14.32,,,,,
2668,10/09/24 06:45:00 PM,9.42,14.32,,,,,
2669,10/09/24 07:00:00 PM,9.54,14.34,,,,,
2670,10/09/24 07:15:00 PM,9.65,14.34,,,,,
2671,10/09/24 07:30:00 PM,9.89,14.36,,,,,
2672,10/09/24 07:45:00 PM,9.71,14.34,,,,,
2673,10/09/24 08:00:00 PM,9.55,14.26,,,,,
2674,10/09/24 08:15:00 PM,9.70,14.20,,,,,
2675,10/09/24 08:30:00 PM,9.68,14.20,,,,,
2676,10/09/24 08:45:00 PM,9.96,14.14,,,,,
2677,10/09/24 09:00:00 PM,9.98,14.16,,,,,
2678,10/09/24 09:15:00 PM,10.44,14.20,,,,,
2679,10/09/24 09:30:00 PM,10.30,14.20,,,,,
2680,10/09/24 09:45:00 PM,10.56,14.20,,,,,
2681,10/09/24 10:00:00 PM,10.46,14.22,,,,,
2682,10/09/24 10:15:00 PM,10.59,14.16,,,,,
2683,10/09/24 10:30:00 PM,10.77,14.16,,,,,
2684,10/09/24 10:45:00 PM,10.85,14.16,,,,,
2685,10/09/24 11:00:00 PM,10.77,14.14,,,,,
2686,10/09/24 11:15:00 PM,10.63,14.12,,,,,
2687,10/09/24 11:30:00 PM,10.47,14.08,,,,,
2688,10/09/24 11:45:00 PM,10.53,14.08,,,,,
2689,10/10/24 12:00:00 AM,10.44,14.12,,,,,
2690,10/10/24 12:15:00 AM,10.26,14.14,,,,,
2691,10/10/24 12:30:00 AM,10.53,14.18,,,,,
2692,10/10/24 12:45:00 AM,10.53,14.18,,,,,
2693,10/10/24 01:00:00 AM,10.76,14.12,,,,,
2694,10/10/24 01:15:00 AM,10.74,14.16,,,,,
2695,10/10/24 01:30:00 AM,10.64,14.20,,,,,
2696,10/10/24 01:45:00 AM,10.06,14.24,,,,,
2697,10/10/24 02:00:00 AM,10.14,14.22,,,,,
2698,10/10/24 02:15:00 AM,10.41,14.26,,,,,
2699,10/10/24 02:30:00 AM,10.56,14.22,,,,,
2700,10/10/24 02:45:00 AM,10.50,14.24,,,,,
2701,10/10/24 03:00:00 AM,10.50,14.28,,,,,
2702,10/10/24 03:15:00 AM,9.98,14.24,,,,,
2703,10/10/24 03:30:00 AM,10.03,14.20,,,,,
2704,10/10/24 03:45:00 AM,10.29,14.14,,,,,
2705,10/10/24 04:00:00 AM,10.23,14.10,,,,,
2706,10/10/24 04:15:00 AM,10.26,14.04,,,,,
2707,10/10/24 04:30:00 AM,9.79,13.98,,,,,
2708,10/10/24 04:45:00 AM,9.88,14.02,,,,,
2709,10/10/24 05:00:00 AM,10.20,14.02,,,,,
2710,10/10/24 05:15:00 AM,9.77,14.00,,,,,
2711,10/10/24 05:30:00 AM,9.92,14.00,,,,,
2712,10/10/24 05:45:00 AM,9.68,13.94,,,,,
2713,10/10/24 06:00:00 AM,9.70,13.96,,,,,
2714,10/10/24 06:15:00 AM,9.56,13.94,,,,,
2715,10/10/24 06:30:00 AM,9.82,14.04,,,,,
2716,10/10/24 06:45:00 AM,10.04,14.04,,,,,
2717,10/10/24 07:00:00 AM,10.13,13.98,,,,,
2718,10/10/24 07:15:00 AM,9.95,14.04,,,,,
2719,10/10/24 07:30:00 AM,10.31,14.10,,,,,
2720,10/10/24 07:45:00 AM,9.95,14.22,,,,,
2721,10/10/24 08:00:00 AM,10.04,14.30,,,,,
2722,10/10/24 08:15:00 AM,10.37,14.36,,,,,
2723,10/10/24 08:30:00 AM,10.56,14.40,,,,,
2724,10/10/24 08:45:00 AM,10.80,14.42,,,,,
2725,10/10/24 09:00:00 AM,10.81,14.66,,,,,
2726,10/10/24 09:15:00 AM,11.39,14.80,,,,,
2727,10/10/24 09:30:00 AM,11.40,14.84,,,,,
2728,10/10/24 09:45:00 AM,11.21,14.84,,,,,
2729,10/10/24 10:00:00 AM,10.58,14.82,,,,,
2730,10/10/24 10:15:00 AM,11.03,14.78,,,,,
